"Distance","#","","PID","Status","Address","Zip","County/City","Prop Type","Type","# Bedrooms","Fin SF","Total Baths","Year Built","List Price","Sales Price","Days On Market","Sales Date","New/Resale","Sold Terms","Owned By"
"2.4 mi","501","1812680","7799-37-6385","CLOSD","9333 Oak TRL","23005","Hanover","Residential","Single Family Residence","4","2,950","3.0","2000","$389,000","$383,500","4","06/08/2018","Resale (occupied at least once)","Conventional","Individuals"
"1.3 mi","501","2119724","7870-42-3258","CLOSD","408 Thompson ST","23005","Hanover","Residential","Single Family Residence","3","2,057","2.0","2004","$389,900","$389,900","1","08/06/2021","Resale (occupied at least once)","Cash","Individuals"
"1.5 mi","501","2022940","7880-84-4055","CLOSD","13709 Winston Trail CIR","23005","Hanover","Residential","Single Family Residence","4","2,940","2.1","2015","$389,900","$389,900","7","10/15/2020","Resale (occupied at least once)","VA New","Individuals"
"3.2 mi","501","2128354","7778-64-1481","CLOSD","11530 Welshland CT","23059","Hanover","Residential","Single Family Residence","4","2,362","2.1","2006","$389,950","$405,000","3","10/19/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.5 mi","501","1930824","7880-84-4257","CLOSD","10353 Spencer Trail PL","23005","Hanover","Residential","Single Family Residence","5","3,477","2.1","2014","$389,950","$375,000","4","11/06/2019","Resale (occupied at least once)","Conventional","Individuals"
"4.1 mi","501","1920741","7768-56-2365","CLOSD","12253 Cedar LN","23005","Hanover","Residential","Single Family Residence","4","2,296","2.1","1987","$390,000","$372,000","6","08/26/2019","","Conventional","Individuals"
"1.8 mi","501","2112966","7870360093","CLOSD","107 Evington LN","23005","Hanover","Residential","Single Family Residence","2","1,492","2.0","2021","$390,400","$466,587","0","01/12/2022","New (never occupied)","Conventional","Corporate"
"1.4 mi","501","1813229","7880-74-5087","CLOSD","13340 Folly Trail PL","23005","Hanover","Residential","Single Family Residence","3","2,736","2.1","2013","$392,000","$392,000","76","09/14/2018","Resale (occupied at least once)","FHA New","Corporate"
"1.8 mi","501","2000484","7870-79-8572","CLOSD","13976 Hungryjack CT","23005","Hanover","Residential","Single Family Residence","3","2,336","2.1","2019","$393,000","$393,084","0","07/21/2020","New (never occupied)","Conventional","Corporate"
"1.6 mi","501","1740047","7880-83-8797","CLOSD","10833 McCann PL","23005","Hanover","Residential","Single Family Residence","5","3,390","3.1","2017","$393,925","$434,735","0","04/12/2018","New (never occupied)","Conventional","Corporate"
"2.3 mi","501","2012820","7799-02-1392","CLOSD","10001 Cheroy Woods LN","23005","Hanover","Residential","Single Family Residence","4","2,600","2.1","1999","$394,500","$394,500","5","06/04/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.6 mi","501","1803824","7880-84-9070","CLOSD","10836 McCann PL","23005","Hanover","Residential","Single Family Residence","5","2,953","3.0","2018","$394,690","$432,931","0","06/19/2018","New (never occupied)","Conventional","Corporate"
"1.4 mi","501","2003080","7880-83-1654","CLOSD","13537 Providence Run RD","23005","Hanover","Residential","Single Family Residence","3","2,736","2.1","2015","$394,950","$380,000","21","03/31/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.7 mi","501","2136842","7778-42-0551","CLOSD","11135 Elmont RD","23005","Hanover","Residential","Single Family Residence","3","2,302","2.1","2002","$395,000","$395,000","6","03/18/2022","Resale (occupied at least once)","VA New","Individuals"
"1.5 mi","501","2025560","7880-83-6298","CLOSD","13616 Providence Trail CIR","23005","Hanover","Residential","Single Family Residence","3","3,117","2.1","2015","$395,000","$380,000","54","12/14/2020","Resale (occupied at least once)","Conventional","Individuals"
"2.9 mi","501","2008559","7769-74-4253","CLOSD","12141 Fox Mill Run LN","23005","Hanover","Residential","Single Family Residence","4","3,070","2.1","1990","$395,000","$395,000","6","05/15/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.9 mi","501","1816487","7880-87-3852","CLOSD","13250 Slayden CIR","23005","Hanover","Residential","Single Family Residence","4","2,590","2.1","2017","$395,000","$385,500","13","07/03/2018","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","501","1922069","7870-78-5875","CLOSD","13891 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","3","1,817","2.0","2019","$395,131","$414,122","0","01/21/2020","New (never occupied)","Conventional","Corporate"
"1.8 mi","501","2021406","7870-79-7695","CLOSD","13983 Hungryjack CT","23005","Hanover","Residential","Single Family Residence","3","2,066","2.1","2020","$397,450","$400,227","71","12/18/2020","New (never occupied)","VHDA/FHA","Other"
"1.4 mi","501","2107552","7880-74-7181","CLOSD","10624 Providence Green DR","23005","Hanover","Residential","Single Family Residence","3","2,832","2.1","2014","$397,500","$401,000","3","05/21/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.3 mi","501","2020437","7778-83-1542","CLOSD","11410 Sutton Park CT","23059","Hanover","Residential","Single Family Residence","5","3,223","3.1","2004","$398,500","$400,000","3","09/10/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.2 mi","501","2106262","7778-74-4266","CLOSD","11423 Rose Bowl DR","23059","Hanover","Residential","Single Family Residence","4","3,214","3.1","2006","$399,000","$420,000","15","05/19/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.5 mi","501","2024463","7880-83-3749","CLOSD","13544 Providence Run RD","23005","Hanover","Residential","Single Family Residence","4","2,845","2.1","2015","$399,000","$399,000","5","09/18/2020","Resale (occupied at least once)","VA New","Individuals"
"1.7 mi","501","2013079","7870359860","CLOSD","219 Lauradell RD","23005","Hanover","Residential","Single Family Residence","2","1,492","2.0","2020","$399,000","$468,108","537","06/13/2022","New (never occupied)","Conventional","Corporate"
"3.2 mi","501","2007636","7778-64-3601","CLOSD","11518 Welshland CT","23059","Hanover","Residential","Single Family Residence","4","3,476","2.2","2006","$399,000","$406,000","13","04/29/2020","Resale (occupied at least once)","Conventional","Individuals"
"0.8 mi","501","1933212","to be determined","CLOSD","13425 Karas WAY","23005","Hanover","Residential","Single Family Residence","5","2,883","3.1","2019","$399,500","$399,500","53","01/04/2020","New (never occupied)","Conventional","Corporate"
"1.4 mi","501","2026400","7779-48-0778","CLOSD","12121 Mifflin PL","23005","Hanover","Residential","Single Family Residence","3","1,736","2.0","2020","$399,818","$413,531","0","11/19/2021","New (never occupied)","Conventional","Corporate"
"2.0 mi","501","1909462","7870-37-1297","CLOSD","11342 Cloverhill DR","23005","Hanover","Residential","Single Family Residence","4","3,174","4.0","1987","$399,900","$399,000","150","10/18/2019","Resale (occupied at least once)","Conventional","Individuals"
"2.1 mi","501","1835680","7779-61-4001","CLOSD","12061 Meriturn PL","23005","Hanover","Residential","Single Family Residence","4","3,439","4.0","1994","$399,900","$377,000","278","08/22/2019","Resale (occupied at least once)","Cash","Individuals"
"1.5 mi","501","1825592","7880-84-6143","CLOSD","13708 Winston Trail CIR","23005","Hanover","Residential","Single Family Residence","5","3,965","3.1","2014","$399,900","$405,000","95","11/27/2018","Resale (occupied at least once)","Conventional","Corporate, Individuals"
"2.0 mi","501","1811090","7880-88-4174","CLOSD","10129 Cameron Ridge DR","23005","Hanover","Residential","Single Family Residence","4","2,877","2.1","2016","$399,900","$402,400","20","06/01/2018","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","501","1739553","7880-76-9909","CLOSD","10150 Amby's LN","23005","Hanover","Residential","Single Family Residence","4","2,450","2.1","2011","$399,900","$395,500","59","03/15/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.3 mi","501","2214828","7778-64-3188","CLOSD","11294 Old Scotland RD","23059","Hanover","Residential","Single Family Residence","4","2,234","2.1","2013","$399,950","$420,000","6","07/19/2022","Resale (occupied at least once)","Conventional","Individuals"
"3.9 mi","501","2206173","7872-91-9036","CLOSD","15048 Washington HWY","23005","Hanover","Residential","Single Family Residence","4","1,850","2.1","2022","$399,950","$399,950","22","06/10/2022","New (never occupied)","Conventional","Corporate"
"1.5 mi","501","2118360","7880-82-9972","CLOSD","10785 Providence Woods LN","23005","Hanover","Residential","Single Family Residence","3","2,400","2.1","2017","$399,950","$410,000","0","07/26/2021","Resale (occupied at least once)","Conventional","Individuals"
"2.9 mi","501","2030966","7860-99-5635","CLOSD","13480 Independence RD","23005","Hanover","Residential","Single Family Residence","3","1,612","1.1","1967","$399,950","$390,000","46","01/29/2021","Resale (occupied at least once)","Conventional","Partnership"
"0.5 mi","501","2028370","7870-92-7757","CLOSD","209 Randolph CIR","23005","Hanover","Residential","Single Family Residence","4","2,840","2.1","1920","$399,950","$415,000","2","10/23/2020","Resale (occupied at least once)","Conventional","Estate"
"0.5 mi","501","1935136","7870-92-7757","CLOSD","209 Randolph CIR","23005","Hanover","Residential","Single Family Residence","4","2,840","2.1","1920","$399,950","$350,000","119","03/20/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.8 mi","501","1930932","7870-69-8119","CLOSD","11280 Ashland Park DR","23005","Hanover","Residential","Single Family Residence","4","2,597","2.1","2013","$399,950","$403,950","66","12/31/2019","Resale (occupied at least once)","FHA New","Individuals"
